epi_id,epi_isl,strain,subtype,host_type,sequence_length
SYNTH0000740,SYNTH_ISL_00000740,A/Synthetic_tern/SYN/000740/2024,A_/_H5N1,avian,759
SYNTH0000741,SYNTH_ISL_00000741,A/Synthetic_chicken/SYN/000741/2023,A_/_H5N1,avian,759
SYNTH0000742,SYNTH_ISL_00000742,A/Synthetic_chicken/SYN/000742/2024,A_/_H5N1,avian,759
SYNTH0000743,SYNTH_ISL_00000743,A/Synthetic_tern/SYN/000743/2024,A_/_H5N1,avian,759
SYNTH0000744,SYNTH_ISL_00000744,A/Synthetic_tern/SYN/000744/2025,A_/_H5N1,avian,759
SYNTH0000745,SYNTH_ISL_00000745,A/Synthetic_chicken/SYN/000745/2023,A_/_H5N1,avian,759
SYNTH0000746,SYNTH_ISL_00000746,A/Synthetic_tern/SYN/000746/2021,A_/_H5N1,avian,759
SYNTH0000747,SYNTH_ISL_00000747,A/Synthetic_duck/SYN/000747/2021,A_/_H5N1,avian,759
SYNTH0000748,SYNTH_ISL_00000748,A/Synthetic_chicken/SYN/000748/2021,A_/_H5N1,avian,759
SYNTH0000749,SYNTH_ISL_00000749,A/Synthetic_tern/SYN/000749/2025,A_/_H5N1,avian,759
SYNTH0000750,SYNTH_ISL_00000750,A/Synthetic_chicken/SYN/000750/2022,A_/_H5N1,avian,759
SYNTH0000751,SYNTH_ISL_00000751,A/Synthetic_tern/SYN/000751/2025,A_/_H5N1,avian,759
SYNTH0000752,SYNTH_ISL_00000752,A/Synthetic_chicken/SYN/000752/2023,A_/_H5N1,avian,759
SYNTH0000753,SYNTH_ISL_00000753,A/Synthetic_chicken/SYN/000753/2022,A_/_H5N1,avian,759
SYNTH0000754,SYNTH_ISL_00000754,A/Synthetic_tern/SYN/000754/2021,A_/_H5N1,avian,759
SYNTH0000755,SYNTH_ISL_00000755,A/Synthetic_duck/SYN/000755/2022,A_/_H5N1,avian,759
SYNTH0000756,SYNTH_ISL_00000756,A/Synthetic_tern/SYN/000756/2022,A_/_H5N1,avian,759
SYNTH0000757,SYNTH_ISL_00000757,A/Synthetic_chicken/SYN/000757/2025,A_/_H5N1,avian,759
SYNTH0000758,SYNTH_ISL_00000758,A/Synthetic_duck/SYN/000758/2024,A_/_H5N1,avian,759
SYNTH0000759,SYNTH_ISL_00000759,A/Synthetic_tern/SYN/000759/2023,A_/_H5N1,avian,759
SYNTH0000760,SYNTH_ISL_00000760,A/Synthetic_duck/SYN/000760/2025,A_/_H5N1,avian,759
SYNTH0000761,SYNTH_ISL_00000761,A/Synthetic_duck/SYN/000761/2021,A_/_H5N1,avian,759
SYNTH0000762,SYNTH_ISL_00000762,A/Synthetic_tern/SYN/000762/2024,A_/_H5N1,avian,759
SYNTH0000763,SYNTH_ISL_00000763,A/Synthetic_duck/SYN/000763/2022,A_/_H5N1,avian,759
SYNTH0000764,SYNTH_ISL_00000764,A/Synthetic_duck/SYN/000764/2021,A_/_H5N1,avian,759
SYNTH0000765,SYNTH_ISL_00000765,A/Synthetic_chicken/SYN/000765/2022,A_/_H5N1,avian,686
SYNTH0000766,SYNTH_ISL_00000766,A/Synthetic_tern/SYN/000766/2025,A_/_H5N1,avian,759
SYNTH0000767,SYNTH_ISL_00000767,A/Synthetic_duck/SYN/000767/2022,A_/_H5N1,avian,759
SYNTH0000768,SYNTH_ISL_00000768,A/Synthetic_chicken/SYN/000768/2024,A_/_H5N1,avian,759
SYNTH0000769,SYNTH_ISL_00000769,A/Synthetic_chicken/SYN/000769/2024,A_/_H5N1,avian,759
SYNTH0000770,SYNTH_ISL_00000770,A/Synthetic_tern/SYN/000770/2023,A_/_H5N1,avian,759
SYNTH0000771,SYNTH_ISL_00000771,A/Synthetic_duck/SYN/000771/2024,A_/_H5N1,avian,759
SYNTH0000772,SYNTH_ISL_00000772,A/Synthetic_tern/SYN/000772/2023,A_/_H5N1,avian,759
SYNTH0000773,SYNTH_ISL_00000773,A/Synthetic_tern/SYN/000773/2025,A_/_H5N1,avian,759
SYNTH0000774,SYNTH_ISL_00000774,A/Synthetic_tern/SYN/000774/2021,A_/_H5N1,avian,759
SYNTH0000775,SYNTH_ISL_00000775,A/Synthetic_chicken/SYN/000775/2021,A_/_H5N1,avian,759
SYNTH0000776,SYNTH_ISL_00000776,A/Synthetic_duck/SYN/000776/2022,A_/_H5N1,avian,759
SYNTH0000777,SYNTH_ISL_00000777,A/Synthetic_chicken/SYN/000777/2021,A_/_H5N1,avian,759
SYNTH0000778,SYNTH_ISL_00000778,A/Synthetic_chicken/SYN/000778/2022,A_/_H5N1,avian,759
SYNTH0000779,SYNTH_ISL_00000779,A/Synthetic_duck/SYN/000779/2021,A_/_H5N1,avian,759
SYNTH0000780,SYNTH_ISL_00000780,A/Synthetic_tern/SYN/000780/2025,A_/_H5N1,avian,759
SYNTH0000781,SYNTH_ISL_00000781,A/Synthetic_tern/SYN/000781/2024,A_/_H5N1,avian,664
SYNTH0000782,SYNTH_ISL_00000782,A/Synthetic_tern/SYN/000782/2024,A_/_H5N1,avian,662
SYNTH0000783,SYNTH_ISL_00000783,A/Synthetic_tern/SYN/000783/2023,A_/_H5N1,avian,759
SYNTH0000784,SYNTH_ISL_00000784,A/Synthetic_duck/SYN/000784/2021,A_/_H5N1,avian,759
SYNTH0000785,SYNTH_ISL_00000785,A/Synthetic_tern/SYN/000785/2024,A_/_H5N1,avian,759
SYNTH0000786,SYNTH_ISL_00000786,A/Synthetic_chicken/SYN/000786/2021,A_/_H5N1,avian,759
SYNTH0000787,SYNTH_ISL_00000787,A/Synthetic_tern/SYN/000787/2022,A_/_H5N1,avian,759
SYNTH0000788,SYNTH_ISL_00000788,A/Synthetic_tern/SYN/000788/2025,A_/_H5N1,avian,759
SYNTH0000789,SYNTH_ISL_00000789,A/Synthetic_duck/SYN/000789/2023,A_/_H5N1,avian,759
SYNTH0000790,SYNTH_ISL_00000790,A/Synthetic_chicken/SYN/000790/2023,A_/_H5N1,avian,759
SYNTH0000791,SYNTH_ISL_00000791,A/Synthetic_duck/SYN/000791/2025,A_/_H5N1,avian,759
SYNTH0000792,SYNTH_ISL_00000792,A/Synthetic_tern/SYN/000792/2022,A_/_H5N1,avian,759
SYNTH0000793,SYNTH_ISL_00000793,A/Synthetic_chicken/SYN/000793/2021,A_/_H5N1,avian,759
SYNTH0000794,SYNTH_ISL_00000794,A/Synthetic_duck/SYN/000794/2024,A_/_H5N1,avian,759
SYNTH0000795,SYNTH_ISL_00000795,A/Synthetic_chicken/SYN/000795/2021,A_/_H5N1,avian,759
SYNTH0000796,SYNTH_ISL_00000796,A/Synthetic_chicken/SYN/000796/2024,A_/_H5N1,avian,759
SYNTH0000797,SYNTH_ISL_00000797,A/Synthetic_tern/SYN/000797/2023,A_/_H5N1,avian,759
SYNTH0000798,SYNTH_ISL_00000798,A/Synthetic_chicken/SYN/000798/2025,A_/_H5N1,avian,759
SYNTH0000799,SYNTH_ISL_00000799,A/Synthetic_chicken/SYN/000799/2022,A_/_H5N1,avian,759
SYNTH0000800,SYNTH_ISL_00000800,A/Synthetic_tern/SYN/000800/2025,A_/_H5N1,avian,759
SYNTH0000801,SYNTH_ISL_00000801,A/Synthetic_chicken/SYN/000801/2021,A_/_H5N1,avian,759
SYNTH0000802,SYNTH_ISL_00000802,A/Synthetic_duck/SYN/000802/2025,A_/_H5N1,avian,759
SYNTH0000803,SYNTH_ISL_00000803,A/Synthetic_chicken/SYN/000803/2022,A_/_H5N1,avian,759
SYNTH0000804,SYNTH_ISL_00000804,A/Synthetic_duck/SYN/000804/2021,A_/_H5N1,avian,759
SYNTH0000805,SYNTH_ISL_00000805,A/Synthetic_tern/SYN/000805/2022,A_/_H5N1,avian,759
SYNTH0000806,SYNTH_ISL_00000806,A/Synthetic_tern/SYN/000806/2024,A_/_H5N1,avian,759
SYNTH0000807,SYNTH_ISL_00000807,A/Synthetic_duck/SYN/000807/2022,A_/_H5N1,avian,759
SYNTH0000808,SYNTH_ISL_00000808,A/Synthetic_tern/SYN/000808/2024,A_/_H5N1,avian,759
SYNTH0000809,SYNTH_ISL_00000809,A/Synthetic_tern/SYN/000809/2023,A_/_H5N1,avian,759
SYNTH0000810,SYNTH_ISL_00000810,A/Synthetic_tern/SYN/000810/2022,A_/_H5N1,avian,759
SYNTH0000811,SYNTH_ISL_00000811,A/Synthetic_tern/SYN/000811/2021,A_/_H5N1,avian,759
SYNTH0000812,SYNTH_ISL_00000812,A/Synthetic_duck/SYN/000812/2021,A_/_H5N1,avian,759
SYNTH0000813,SYNTH_ISL_00000813,A/Synthetic_chicken/SYN/000813/2021,A_/_H5N1,avian,759
SYNTH0000814,SYNTH_ISL_00000814,A/Synthetic_tern/SYN/000814/2025,A_/_H5N1,avian,759
SYNTH0000815,SYNTH_ISL_00000815,A/Synthetic_duck/SYN/000815/2021,A_/_H5N1,avian,759
SYNTH0000816,SYNTH_ISL_00000816,A/Synthetic_duck/SYN/000816/2024,A_/_H5N1,avian,759
SYNTH0000817,SYNTH_ISL_00000817,A/Synthetic_tern/SYN/000817/2024,A_/_H5N1,avian,759
SYNTH0000818,SYNTH_ISL_00000818,A/Synthetic_tern/SYN/000818/2025,A_/_H5N1,avian,759
SYNTH0000819,SYNTH_ISL_00000819,A/Synthetic_chicken/SYN/000819/2025,A_/_H5N1,avian,759
SYNTH0000820,SYNTH_ISL_00000820,A/Synthetic_chicken/SYN/000820/2021,A_/_H5N1,avian,759
SYNTH0000821,SYNTH_ISL_00000821,A/Synthetic_chicken/SYN/000821/2024,A_/_H5N1,avian,759
SYNTH0000822,SYNTH_ISL_00000822,A/Synthetic_tern/SYN/000822/2022,A_/_H5N1,avian,759
SYNTH0000823,SYNTH_ISL_00000823,A/Synthetic_duck/SYN/000823/2023,A_/_H5N1,avian,759
SYNTH0000824,SYNTH_ISL_00000824,A/Synthetic_chicken/SYN/000824/2023,A_/_H5N1,avian,759
SYNTH0000825,SYNTH_ISL_00000825,A/Synthetic_duck/SYN/000825/2021,A_/_H5N1,avian,759
SYNTH0000826,SYNTH_ISL_00000826,A/Synthetic_chicken/SYN/000826/2024,A_/_H5N1,avian,759
SYNTH0000827,SYNTH_ISL_00000827,A/Synthetic_tern/SYN/000827/2025,A_/_H5N1,avian,759
SYNTH0000828,SYNTH_ISL_00000828,A/Synthetic_chicken/SYN/000828/2021,A_/_H5N1,avian,759
SYNTH0000829,SYNTH_ISL_00000829,A/Synthetic_chicken/SYN/000829/2025,A_/_H5N1,avian,759
SYNTH0000830,SYNTH_ISL_00000830,A/Synthetic_duck/SYN/000830/2024,A_/_H5N1,avian,543
SYNTH0000831,SYNTH_ISL_00000831,A/Synthetic_duck/SYN/000831/2021,A_/_H5N1,avian,759
SYNTH0000832,SYNTH_ISL_00000832,A/Synthetic_tern/SYN/000832/2022,A_/_H5N1,avian,759
SYNTH0000833,SYNTH_ISL_00000833,A/Synthetic_chicken/SYN/000833/2024,A_/_H5N1,avian,759
SYNTH0000834,SYNTH_ISL_00000834,A/Synthetic_duck/SYN/000834/2023,A_/_H5N1,avian,759
SYNTH0000835,SYNTH_ISL_00000835,A/Synthetic_chicken/SYN/000835/2021,A_/_H5N1,avian,759
SYNTH0000836,SYNTH_ISL_00000836,A/Synthetic_duck/SYN/000836/2024,A_/_H5N1,avian,759
SYNTH0000837,SYNTH_ISL_00000837,A/Synthetic_chicken/SYN/000837/2023,A_/_H5N1,avian,759
SYNTH0000838,SYNTH_ISL_00000838,A/Synthetic_chicken/SYN/000838/2024,A_/_H5N1,avian,759
SYNTH0000839,SYNTH_ISL_00000839,A/Synthetic_chicken/SYN/000839/2024,A_/_H5N1,avian,759
SYNTH0000840,SYNTH_ISL_00000840,A/Synthetic_duck/SYN/000840/2021,A_/_H5N1,avian,759
SYNTH0000841,SYNTH_ISL_00000841,A/Synthetic_duck/SYN/000841/2025,A_/_H5N1,avian,759
SYNTH0000842,SYNTH_ISL_00000842,A/Synthetic_duck/SYN/000842/2024,A_/_H5N1,avian,759
SYNTH0000843,SYNTH_ISL_00000843,A/Synthetic_tern/SYN/000843/2025,A_/_H5N1,avian,759
SYNTH0000844,SYNTH_ISL_00000844,A/Synthetic_duck/SYN/000844/2025,A_/_H5N1,avian,759
SYNTH0000845,SYNTH_ISL_00000845,A/Synthetic_chicken/SYN/000845/2024,A_/_H5N1,avian,759
SYNTH0000846,SYNTH_ISL_00000846,A/Synthetic_duck/SYN/000846/2023,A_/_H5N1,avian,759
SYNTH0000847,SYNTH_ISL_00000847,A/Synthetic_tern/SYN/000847/2024,A_/_H5N1,avian,759
SYNTH0000848,SYNTH_ISL_00000848,A/Synthetic_chicken/SYN/000848/2023,A_/_H5N1,avian,759
SYNTH0000849,SYNTH_ISL_00000849,A/Synthetic_duck/SYN/000849/2023,A_/_H5N1,avian,759
SYNTH0000850,SYNTH_ISL_00000850,A/Synthetic_tern/SYN/000850/2022,A_/_H5N1,avian,759
SYNTH0000851,SYNTH_ISL_00000851,A/Synthetic_tern/SYN/000851/2022,A_/_H5N1,avian,759
SYNTH0000852,SYNTH_ISL_00000852,A/Synthetic_tern/SYN/000852/2021,A_/_H5N1,avian,759
SYNTH0000853,SYNTH_ISL_00000853,A/Synthetic_duck/SYN/000853/2022,A_/_H5N1,avian,759
SYNTH0000854,SYNTH_ISL_00000854,A/Synthetic_duck/SYN/000854/2021,A_/_H5N1,avian,759
SYNTH0000855,SYNTH_ISL_00000855,A/Synthetic_duck/SYN/000855/2024,A_/_H5N1,avian,759
SYNTH0000856,SYNTH_ISL_00000856,A/Synthetic_duck/SYN/000856/2022,A_/_H5N1,avian,759
SYNTH0000857,SYNTH_ISL_00000857,A/Synthetic_chicken/SYN/000857/2024,A_/_H5N1,avian,759
SYNTH0000858,SYNTH_ISL_00000858,A/Synthetic_chicken/SYN/000858/2024,A_/_H5N1,avian,759
SYNTH0000859,SYNTH_ISL_00000859,A/Synthetic_duck/SYN/000859/2025,A_/_H5N1,avian,759
SYNTH0000860,SYNTH_ISL_00000860,A/Synthetic_tern/SYN/000860/2024,A_/_H5N1,avian,759
SYNTH0000861,SYNTH_ISL_00000861,A/Synthetic_duck/SYN/000861/2025,A_/_H5N1,avian,759
SYNTH0000862,SYNTH_ISL_00000862,A/Synthetic_chicken/SYN/000862/2021,A_/_H5N1,avian,759
SYNTH0000863,SYNTH_ISL_00000863,A/Synthetic_tern/SYN/000863/2023,A_/_H5N1,avian,759
SYNTH0000864,SYNTH_ISL_00000864,A/Synthetic_tern/SYN/000864/2021,A_/_H5N1,avian,759
SYNTH0000865,SYNTH_ISL_00000865,A/Synthetic_tern/SYN/000865/2024,A_/_H5N1,avian,759
SYNTH0000866,SYNTH_ISL_00000866,A/Synthetic_duck/SYN/000866/2024,A_/_H5N1,avian,759
SYNTH0000867,SYNTH_ISL_00000867,A/Synthetic_chicken/SYN/000867/2023,A_/_H5N1,avian,759
SYNTH0000868,SYNTH_ISL_00000868,A/Synthetic_tern/SYN/000868/2025,A_/_H5N1,avian,759
SYNTH0000869,SYNTH_ISL_00000869,A/Synthetic_tern/SYN/000869/2025,A_/_H5N1,avian,759
SYNTH0000870,SYNTH_ISL_00000870,A/Synthetic_duck/SYN/000870/2024,A_/_H5N1,avian,759
SYNTH0000871,SYNTH_ISL_00000871,A/Synthetic_tern/SYN/000871/2025,A_/_H5N1,avian,759
SYNTH0000872,SYNTH_ISL_00000872,A/Synthetic_chicken/SYN/000872/2023,A_/_H5N1,avian,759
SYNTH0000873,SYNTH_ISL_00000873,A/Synthetic_duck/SYN/000873/2021,A_/_H5N1,avian,759
SYNTH0000874,SYNTH_ISL_00000874,A/Synthetic_chicken/SYN/000874/2021,A_/_H5N1,avian,759
SYNTH0000875,SYNTH_ISL_00000875,A/Synthetic_tern/SYN/000875/2022,A_/_H5N1,avian,759
SYNTH0000876,SYNTH_ISL_00000876,A/Synthetic_duck/SYN/000876/2024,A_/_H5N1,avian,759
SYNTH0000877,SYNTH_ISL_00000877,A/Synthetic_tern/SYN/000877/2024,A_/_H5N1,avian,759
SYNTH0000878,SYNTH_ISL_00000878,A/Synthetic_chicken/SYN/000878/2024,A_/_H5N1,avian,759
SYNTH0000879,SYNTH_ISL_00000879,A/Synthetic_duck/SYN/000879/2023,A_/_H5N1,avian,759
SYNTH0000880,SYNTH_ISL_00000880,A/Synthetic_chicken/SYN/000880/2021,A_/_H5N1,avian,471
SYNTH0000881,SYNTH_ISL_00000881,A/Synthetic_tern/SYN/000881/2021,A_/_H5N1,avian,759
SYNTH0000882,SYNTH_ISL_00000882,A/Synthetic_chicken/SYN/000882/2022,A_/_H5N1,avian,759
SYNTH0000883,SYNTH_ISL_00000883,A/Synthetic_tern/SYN/000883/2022,A_/_H5N1,avian,759
SYNTH0000884,SYNTH_ISL_00000884,A/Synthetic_duck/SYN/000884/2024,A_/_H5N1,avian,759
SYNTH0000885,SYNTH_ISL_00000885,A/Synthetic_duck/SYN/000885/2022,A_/_H5N1,avian,759
SYNTH0000886,SYNTH_ISL_00000886,A/Synthetic_tern/SYN/000886/2024,A_/_H5N1,avian,759
SYNTH0000887,SYNTH_ISL_00000887,A/Synthetic_tern/SYN/000887/2025,A_/_H5N1,avian,759
SYNTH0000888,SYNTH_ISL_00000888,A/Synthetic_duck/SYN/000888/2025,A_/_H5N1,avian,759
SYNTH0000889,SYNTH_ISL_00000889,A/Synthetic_chicken/SYN/000889/2022,A_/_H5N1,avian,759
SYNTH0000890,SYNTH_ISL_00000890,A/Synthetic_tern/SYN/000890/2021,A_/_H5N1,avian,759
SYNTH0000891,SYNTH_ISL_00000891,A/Synthetic_tern/SYN/000891/2022,A_/_H5N1,avian,759
SYNTH0000892,SYNTH_ISL_00000892,A/Synthetic_chicken/SYN/000892/2024,A_/_H5N1,avian,759
SYNTH0000893,SYNTH_ISL_00000893,A/Synthetic_tern/SYN/000893/2024,A_/_H5N1,avian,759
SYNTH0000894,SYNTH_ISL_00000894,A/Synthetic_tern/SYN/000894/2023,A_/_H5N1,avian,759
SYNTH0000895,SYNTH_ISL_00000895,A/Synthetic_tern/SYN/000895/2024,A_/_H5N1,avian,759
SYNTH0000896,SYNTH_ISL_00000896,A/Synthetic_duck/SYN/000896/2023,A_/_H5N1,avian,759
SYNTH0000897,SYNTH_ISL_00000897,A/Synthetic_tern/SYN/000897/2022,A_/_H5N1,avian,759
SYNTH0000898,SYNTH_ISL_00000898,A/Synthetic_tern/SYN/000898/2023,A_/_H5N1,avian,759
SYNTH0000899,SYNTH_ISL_00000899,A/Synthetic_tern/SYN/000899/2021,A_/_H5N1,avian,759
SYNTH0000900,SYNTH_ISL_00000900,A/Synthetic_duck/SYN/000900/2021,A_/_H5N1,avian,759
SYNTH0000901,SYNTH_ISL_00000901,A/Synthetic_chicken/SYN/000901/2022,A_/_H5N1,avian,759
SYNTH0000902,SYNTH_ISL_00000902,A/Synthetic_chicken/SYN/000902/2025,A_/_H5N1,avian,759
SYNTH0000903,SYNTH_ISL_00000903,A/Synthetic_tern/SYN/000903/2022,A_/_H5N1,avian,759
SYNTH0000904,SYNTH_ISL_00000904,A/Synthetic_duck/SYN/000904/2022,A_/_H5N1,avian,759
SYNTH0000905,SYNTH_ISL_00000905,A/Synthetic_tern/SYN/000905/2022,A_/_H5N1,avian,759
SYNTH0000906,SYNTH_ISL_00000906,A/Synthetic_duck/SYN/000906/2023,A_/_H5N1,avian,759
SYNTH0000907,SYNTH_ISL_00000907,A/Synthetic_duck/SYN/000907/2024,A_/_H5N1,avian,759
SYNTH0000908,SYNTH_ISL_00000908,A/Synthetic_duck/SYN/000908/2021,A_/_H5N1,avian,759
SYNTH0000909,SYNTH_ISL_00000909,A/Synthetic_chicken/SYN/000909/2024,A_/_H5N1,avian,759
SYNTH0000910,SYNTH_ISL_00000910,A/Synthetic_tern/SYN/000910/2024,A_/_H5N1,avian,759
SYNTH0000911,SYNTH_ISL_00000911,A/Synthetic_duck/SYN/000911/2024,A_/_H5N1,avian,759
SYNTH0000912,SYNTH_ISL_00000912,A/Synthetic_duck/SYN/000912/2024,A_/_H5N1,avian,759
SYNTH0000913,SYNTH_ISL_00000913,A/Synthetic_tern/SYN/000913/2021,A_/_H5N1,avian,759
SYNTH0000914,SYNTH_ISL_00000914,A/Synthetic_chicken/SYN/000914/2023,A_/_H5N1,avian,759
SYNTH0000915,SYNTH_ISL_00000915,A/Synthetic_chicken/SYN/000915/2025,A_/_H5N1,avian,759
SYNTH0000916,SYNTH_ISL_00000916,A/Synthetic_duck/SYN/000916/2025,A_/_H5N1,avian,759
SYNTH0000917,SYNTH_ISL_00000917,A/Synthetic_duck/SYN/000917/2025,A_/_H5N1,avian,759
SYNTH0000918,SYNTH_ISL_00000918,A/Synthetic_tern/SYN/000918/2021,A_/_H5N1,avian,759
SYNTH0000919,SYNTH_ISL_00000919,A/Synthetic_tern/SYN/000919/2023,A_/_H5N1,avian,759
SYNTH0000920,SYNTH_ISL_00000920,A/Synthetic_chicken/SYN/000920/2024,A_/_H5N1,avian,759
SYNTH0000921,SYNTH_ISL_00000921,A/Synthetic_duck/SYN/000921/2021,A_/_H5N1,avian,759
SYNTH0000922,SYNTH_ISL_00000922,A/Synthetic_tern/SYN/000922/2022,A_/_H5N1,avian,759
SYNTH0000923,SYNTH_ISL_00000923,A/Synthetic_chicken/SYN/000923/2024,A_/_H5N1,avian,759
SYNTH0000924,SYNTH_ISL_00000924,A/Synthetic_chicken/SYN/000924/2024,A_/_H5N1,avian,759
SYNTH0000925,SYNTH_ISL_00000925,A/Synthetic_chicken/SYN/000925/2022,A_/_H5N1,avian,759
SYNTH0000926,SYNTH_ISL_00000926,A/Synthetic_tern/SYN/000926/2025,A_/_H5N1,avian,759
SYNTH0000927,SYNTH_ISL_00000927,A/Synthetic_tern/SYN/000927/2025,A_/_H5N1,avian,759
SYNTH0000928,SYNTH_ISL_00000928,A/Synthetic_chicken/SYN/000928/2025,A_/_H5N1,avian,759
SYNTH0000929,SYNTH_ISL_00000929,A/Synthetic_chicken/SYN/000929/2022,A_/_H5N1,avian,759
SYNTH0000930,SYNTH_ISL_00000930,A/Synthetic_tern/SYN/000930/2023,A_/_H5N1,avian,759
SYNTH0000931,SYNTH_ISL_00000931,A/Synthetic_tern/SYN/000931/2025,A_/_H5N1,avian,759
SYNTH0000932,SYNTH_ISL_00000932,A/Synthetic_tern/SYN/000932/2023,A_/_H5N1,avian,759
SYNTH0000933,SYNTH_ISL_00000933,A/Synthetic_duck/SYN/000933/2025,A_/_H5N1,avian,759
SYNTH0000934,SYNTH_ISL_00000934,A/Synthetic_tern/SYN/000934/2021,A_/_H5N1,avian,759
SYNTH0000935,SYNTH_ISL_00000935,A/Synthetic_duck/SYN/000935/2021,A_/_H5N1,avian,759
SYNTH0000936,SYNTH_ISL_00000936,A/Synthetic_tern/SYN/000936/2022,A_/_H5N1,avian,759
SYNTH0000937,SYNTH_ISL_00000937,A/Synthetic_chicken/SYN/000937/2022,A_/_H5N1,avian,759
SYNTH0000938,SYNTH_ISL_00000938,A/Synthetic_duck/SYN/000938/2022,A_/_H5N1,avian,759
SYNTH0000939,SYNTH_ISL_00000939,A/Synthetic_tern/SYN/000939/2024,A_/_H5N1,avian,759
SYNTH0000940,SYNTH_ISL_00000940,A/Synthetic_tern/SYN/000940/2023,A_/_H5N1,avian,759
SYNTH0000941,SYNTH_ISL_00000941,A/Synthetic_duck/SYN/000941/2024,A_/_H5N1,avian,759
SYNTH0000942,SYNTH_ISL_00000942,A/Synthetic_chicken/SYN/000942/2024,A_/_H5N1,avian,759
SYNTH0000943,SYNTH_ISL_00000943,A/Synthetic_duck/SYN/000943/2023,A_/_H5N1,avian,759
SYNTH0000944,SYNTH_ISL_00000944,A/Synthetic_duck/SYN/000944/2023,A_/_H5N1,avian,759
SYNTH0000945,SYNTH_ISL_00000945,A/Synthetic_tern/SYN/000945/2021,A_/_H5N1,avian,759
SYNTH0000946,SYNTH_ISL_00000946,A/Synthetic_duck/SYN/000946/2023,A_/_H5N1,avian,759
SYNTH0000947,SYNTH_ISL_00000947,A/Synthetic_tern/SYN/000947/2024,A_/_H5N1,avian,759
SYNTH0000948,SYNTH_ISL_00000948,A/Synthetic_duck/SYN/000948/2022,A_/_H5N1,avian,759
SYNTH0000949,SYNTH_ISL_00000949,A/Synthetic_duck/SYN/000949/2023,A_/_H5N1,avian,759
SYNTH0000950,SYNTH_ISL_00000950,A/Synthetic_tern/SYN/000950/2022,A_/_H5N1,avian,759
SYNTH0000951,SYNTH_ISL_00000951,A/Synthetic_duck/SYN/000951/2023,A_/_H5N1,avian,759
SYNTH0000952,SYNTH_ISL_00000952,A/Synthetic_chicken/SYN/000952/2021,A_/_H5N1,avian,759
SYNTH0000953,SYNTH_ISL_00000953,A/Synthetic_duck/SYN/000953/2021,A_/_H5N1,avian,759
SYNTH0000954,SYNTH_ISL_00000954,A/Synthetic_chicken/SYN/000954/2024,A_/_H5N1,avian,759
SYNTH0000955,SYNTH_ISL_00000955,A/Synthetic_duck/SYN/000955/2022,A_/_H5N1,avian,759
SYNTH0000956,SYNTH_ISL_00000956,A/Synthetic_chicken/SYN/000956/2023,A_/_H5N1,avian,759
SYNTH0000957,SYNTH_ISL_00000957,A/Synthetic_duck/SYN/000957/2021,A_/_H5N1,avian,759
SYNTH0000958,SYNTH_ISL_00000958,A/Synthetic_duck/SYN/000958/2021,A_/_H5N1,avian,759
SYNTH0000959,SYNTH_ISL_00000959,A/Synthetic_tern/SYN/000959/2022,A_/_H5N1,avian,759
SYNTH0000960,SYNTH_ISL_00000960,A/Synthetic_tern/SYN/000960/2023,A_/_H5N1,avian,759
SYNTH0000961,SYNTH_ISL_00000961,A/Synthetic_chicken/SYN/000961/2024,A_/_H5N1,avian,759
SYNTH0000962,SYNTH_ISL_00000962,A/Synthetic_tern/SYN/000962/2021,A_/_H5N1,avian,608
SYNTH0000963,SYNTH_ISL_00000963,A/Synthetic_chicken/SYN/000963/2022,A_/_H5N1,avian,759
SYNTH0000964,SYNTH_ISL_00000964,A/Synthetic_tern/SYN/000964/2024,A_/_H5N1,avian,471
SYNTH0000965,SYNTH_ISL_00000965,A/Synthetic_chicken/SYN/000965/2024,A_/_H5N1,avian,759
SYNTH0000966,SYNTH_ISL_00000966,A/Synthetic_duck/SYN/000966/2021,A_/_H5N1,avian,759
SYNTH0000967,SYNTH_ISL_00000967,A/Synthetic_chicken/SYN/000967/2021,A_/_H5N1,avian,759
SYNTH0000968,SYNTH_ISL_00000968,A/Synthetic_duck/SYN/000968/2023,A_/_H5N1,avian,759
SYNTH0000969,SYNTH_ISL_00000969,A/Synthetic_chicken/SYN/000969/2022,A_/_H5N1,avian,759
SYNTH0000970,SYNTH_ISL_00000970,A/Synthetic_tern/SYN/000970/2021,A_/_H5N1,avian,759
SYNTH0000971,SYNTH_ISL_00000971,A/Synthetic_chicken/SYN/000971/2024,A_/_H5N1,avian,759
SYNTH0000972,SYNTH_ISL_00000972,A/Synthetic_chicken/SYN/000972/2022,A_/_H5N1,avian,759
SYNTH0000973,SYNTH_ISL_00000973,A/Synthetic_tern/SYN/000973/2024,A_/_H5N1,avian,759
SYNTH0000974,SYNTH_ISL_00000974,A/Synthetic_chicken/SYN/000974/2021,A_/_H5N1,avian,759
SYNTH0000975,SYNTH_ISL_00000975,A/Synthetic_chicken/SYN/000975/2025,A_/_H5N1,avian,759
SYNTH0000976,SYNTH_ISL_00000976,A/Synthetic_duck/SYN/000976/2024,A_/_H5N1,avian,759
SYNTH0000977,SYNTH_ISL_00000977,A/Synthetic_chicken/SYN/000977/2022,A_/_H5N1,avian,759
SYNTH0000978,SYNTH_ISL_00000978,A/Synthetic_chicken/SYN/000978/2022,A_/_H5N1,avian,759
